id,name,thumbnail,added,likeCount,collectCount,commentCount,description,instruction,tags,fileCount,downloadCount,viewCount,remixCount,makeCount,rootCommentCount,bigCategory,smallCategory,comments
106333,Two Zen Family,https://cdn.thingiverse.com/renders/95/23/09/36/fc/two_zen_family_display_large.jpg,2013-06-20,3,4,0,Hanging birdhouse,,['birdhouse'],1,479,859,0,0,0,Household,pets,
511383,Holder for LIXIT dog cage water bottle with Proselect empire cage,https://cdn.thingiverse.com/renders/5b/5f/fc/5b/cf/IMG_0363_display_large.jpg,2014-10-22,3,2,0,"The Lixit bottle does not fit the proselect empire cage, the plastic mounting tabs do not fir the cage geometry.  
I made these and I believe it is a better more custom design as the tabs are recessed to hold tight to the cage bars.",Used standard PLA settings - simple design should print in many configs and materials.,[],1,375,569,0,0,0,Household,pets,
643320,"Stand for a 28mm (1.1"") heat sink for CPR aquafuge 2",https://cdn.thingiverse.com/renders/eb/24/ff/35/fa/28mm_heatsink_holder_for_cpr_auquafuge_display_large.jpg,2015-01-20,3,1,0,"Stand fits 28mm heat sinks (for custom led lights), print atleast 2. slots for a splash guard as well as light shields on the sides.",,"['aquafuge', 'aquarium', 'led']",1,335,386,0,0,0,Household,pets,
592653,Zakjespers,https://cdn.thingiverse.com/renders/29/55/b0/21/25/zakjespers_display_large.jpg,2014-12-14,3,1,0,Tool om het laatste restje uit een etenszakje te persen zoals in dit voorbeeld custom gemaakt voor het etenszakje van de poes helemaal leeg te kunnen maken. ,,"['eten', 'zakjes']",1,322,315,0,0,0,Household,pets,
683752,Tube Holder for Fish-Tank,https://cdn.thingiverse.com/renders/57/47/2e/b2/a6/Schlauchhalter_32mm_16mm_V1_display_large.jpg,2015-02-15,3,6,0,Tube holder which holds a 16mm tube on a 32mm tube.,,[],1,339,249,0,0,0,Household,pets,
3895334,Dog Lead Grip Handle,https://cdn.thingiverse.com/assets/bd/64/50/79/6f/large_display_IMG_20191003_190855.jpg,2019-10-03,3,1,1,"This is a grip that you can add to a 15mm flat pet lead to provide an extra handle. Often when waiting to cross a street or enter a confined space, it's nice to have your pet on an extra short lead. In the past I've tied knots or loops at the half way point, but they aren't ideal. This grip can be placed anywhere along the lead, and can be adjusted.",,[],3,198,112,0,0,0,Household,pets,
3890479,Swisspet Hex Screw Cover,https://cdn.thingiverse.com/assets/52/aa/68/e4/b1/large_display_Hex_Screw_Cover.stl,2019-10-01,3,8,1,"Replacement part for swisspet hex screw cover. 

Print with a small support beneath the hex part and a small brim for stability (only if needed)",,"['cat', 'cat_tree', 'cover', 'hex', 'screw', 'swisspet']",1,180,99,0,0,0,Household,pets,
3891414,Schildkrötenbad,https://cdn.thingiverse.com/assets/ad/25/52/58/ac/large_display_2019-10-01_21.13.07.jpg,2019-10-01,3,3,1,Ein Bad für unsere beiden Schildkröten für das Wintergehege.,,"['bath', 'pet', 'schildkrte', 'turtle', 'turtles']",1,183,119,0,0,0,Household,pets,
4890951,Dog poop bag holder,https://cdn.thingiverse.com/assets/02/6e/c0/25/44/large_display_holder.png,2021-06-21,3,7,0,"My own take on a leash-mounted poop bag holder.

I got tired of the free ones that come with the bags being poorly designed, breaking easily, and just generally being unsatisfying. So I knocked up this one that firmly hooks onto the round leash I use and takes up as little space as possible.

Plus because it's 3d printed when it breaks I have another one ready to go for < 50c.

I use it with these cheap bags from Amazon
https://www.amazon.com/gp/product/B00TFYT02G

And this stylish leash
https://ropehounds.com/products/urban-handle-pink-purple

Fusion 360 file included for anyone who wants to tweak it for their own needs / desires.",,"['poop', 'poop_bag_holder']",3,133,12,0,0,0,Household,pets,
4889029,World's Best Reptile Trophy,https://cdn.thingiverse.com/assets/e2/b4/82/3e/c2/large_display_ED9AF76E-5E46-4BA0-81A7-49E06DBC8222.jpeg,2021-06-18,3,3,0,"Cool and funny mini trophy to give to your reptiles that deserve it.

WARNING: This object contains some sharp edges so please make sure it is safe for you reptile",,"['leopard_gecko', 'ballpython', 'burmesepython', 'crested_gecko', 'gecko', 'lizard', 'reptile', 'trophy']",1,288,5,0,0,0,Household,pets,
4889443,Smelly Cat Sign,https://cdn.thingiverse.com/assets/63/86/98/bf/f1/large_display_smelly-cat-1.png,2021-06-19,3,11,0,"Printed the base and cloud 1+2 seperate of eachother. Enough space so they fit perfect.
Glue the printed dots on the extensions on cloud 1.",,[],4,354,3,0,0,0,Household,pets,
4904433,Small ant formicarium / nest,https://cdn.thingiverse.com/assets/a2/2f/a4/9f/02/large_display_1.png,2021-07-09,3,5,1,"Forimicarium / nest  (100x100mm)

-> Without supports <-",,"['ants', 'ant_farm', 'ant_farms', 'ant_farm_feeder', 'farm', 'formicarium', 'formicariums', 'formicarium_ants_nes', 'horizontal', 'nest', 'queen']",2,315,14,0,0,1,Household,pets,one corner is missing enough space to add a screw. Consider adding holes for screws in the model
4748535,Juwel Aquarium Primo 60 / AniOne Aquarium Starter Kit 60 - Futterring / Futterblende / Futtereinsatz,https://cdn.thingiverse.com/assets/86/ef/30/54/5c/large_display_aquarium1.jpg,2021-02-03,3,6,0,"Passend für:

- Juwel Primo 60
- AniOne Aquarium Starter Kit 60 (von Fressnapf) 

Wenn man keinen Futter-Ring hat oder auch keine Lust hat immer zu versuchen diesen durch die Luke zu treffen, dann ist das hier die richtige und einfachste Lösung. Hiermit geht nichts daneben und bleibt wo es sein soll. Wenn der Ring (das Endstück) nicht mehr im Wasser ist, ist auch nicht mehr genug Wasser im Aquarium. Das Endstück reicht ca. 5-6 mm ins Wasser. Die kleine Blende lässt sich nach links und nach rechts verschieben oder auch ganz einfach rausnehmen um diese z.B. zu säubern. Unbeabsichtigtes Reinfallen der Futterhilfe schließe ich aus. Wenn man es nicht absichtlich falsch macht, bleibt die Blende wo sie soll. 

PLA sollte für diesen Zweck hier unbedenklich sein. Wer sicher gehen will druckt vielleicht lebensmittelecht in PETG.

Viel Spaß damit! 

PS: Wer mag, kann sich gerne mit einer kleinen Spende bedanken.",,"['aquarium', 'fische', 'futter', 'futterring', 'juwel', 'juwel_aquarium']",1,265,42,0,0,0,Household,pets,
4749228,PetSafe Pet Feeder Splitter and Riser,https://cdn.thingiverse.com/assets/cc/99/b0/cb/a9/large_display_IMG_20210203_175614.jpg,2021-02-04,3,3,0,"Simple friction-fit splitter for 3 pets - I use it to spray kibble across 3 silicone slow bowls to ensure that all 3 cats have a chance to get their fill before the hungriest one gorges himself.

Base/riser has cavities for adhesive rubber feet from the dollar store.  Prints as one piece on a larger printer, included a split model in case you're working with a smaller build volume.  Feeder fits snugly between the guides on the top.  Front channel is specific to my rubber mat to keep it in place - may also work for others, but shouldn't affect functionality if not used.",,"['cat', 'cat_food_dispenser', 'dispenser', 'dog', 'pet_food_dispenser']",4,352,42,0,0,0,Household,pets,
4770248,BAGUE CANARD DUCK ATTACHE,https://cdn.thingiverse.com/assets/2e/74/f9/27/c4/large_display_pion_2-2.png,2021-02-21,3,0,0,"bagues de différentes tailles pour pattes de canards
Je viens de rajouter l'attache. La longueur peux être facilement modifier sous 3dbuilder. ils y à trois types de pions différents. Deux en une seul pièce et un en deux pièces à emboiter l'une dans l'autre",,"['bague', 'canard', 'duck']",12,493,14,0,0,0,Household,pets,
4934956,Jebao DCS-1200 intake cover for Red Sea Max Nano,https://cdn.thingiverse.com/assets/16/1a/6a/69/f0/large_display_installed_front.jpg,2021-08-17,3,12,0,"Jebao (or Jecod) DSC-1200 pump is great replacement for Sicce pump provided by Red Sea. Its cheaper to buy it in case if stock one fails and its a 24V DC pump with variable speed controller which is an added benefit.

It is a bit bigger than the stock one and although it fits its performance is slightly limited because intake is too close to side glass panel of the tank. To fix it I've designed this intake cover which makes the pump sit nice an tight between two glass panels wit maximal available clearance from the intake allowing best water flow.

I tested it in my tank and water level in pump compartment dropped by few centimeters :)

One more issue you'd have to fix yourself is to remove back cover from the pump and make a small notch to fit the cable as close to the pump as possible, I used a round file, sharp knife should also do. You can also use a hacksaw to remove part of the intake thread it should also improve the flow a bit.

Cover is a remix of intake cover that comes with the pump, but its shorted and has open end. It fits the same adapter, but if you lost yours worry not, I got you covered (pun intended) ;)",,"['aquarium', 'reef']",2,459,40,0,0,0,Household,pets,
4938473,Cat flap,https://cdn.thingiverse.com/assets/74/96/0e/c1/23/large_display_Chatiere-In.png,2021-08-22,3,11,0,"ENGLISH
This is a cat flap without a door. Intended for an interior door. For a round hole from 202 to 224 mm. And a door thickness of 25 to 40 mm.

FRENCH
Il s'agit d'une chatière sans porte. Destiné à une porte intérieure. Pour un trou rond de 202 à 224 mm. Et une épaisseur de porte de 25 à 40 mm.",,"['cat', 'chat', 'chatiere', 'flap', 'hole']",3,432,23,0,0,0,Household,pets,
4938525,Rat hut,https://cdn.thingiverse.com/assets/56/84/29/bf/ca/large_display_roof2.png,2021-08-22,3,6,0,"Rat hut inspired (copied) from real world one (which was originally made of wood)
Print ""side.stl"" twice...for both side ¯\_(ツ)_/¯

",,"['hut', 'pets', 'rats']",5,364,2,0,0,0,Household,pets,
4939017,Silent module (not adaptor),https://cdn.thingiverse.com/assets/f3/3a/d5/5b/85/large_display_Silent_module.png,2021-08-22,3,5,3,Print without support as shown on picture. This is a test and not finish yet,,[],1,352,84,1,0,3,Household,pets,"I like this, would it be possible for you to add a step file so I can try and make some changes? I got again an idea, :-D what do you think about to add a pipe/tube connector on the water output? https://imgur.com/dT9Lh6W

so we can connect a pipe as long as the bowl to void water sounds if the water level is very low in the bowlCool! Thank you very much for this nice module mod. I will print it out and make a hole in the center for the tube. "
4950705,Hamster Wheel,https://cdn.thingiverse.com/assets/62/d5/0b/ac/17/large_display_241520469_1855083021343490_7146421072765667499_n.jpg,2021-09-06,3,3,0,"This wheel is made to fit in a Ender 3 size bed
i made a version with the wheel cutted in half, you'll need to print the pins and glue the parts together

Material needed :

- 4 M6 nuts
- threaded shaft M6
- 4 bearings 6x17x6mm https://www.amazon.fr/gp/product/B071V9MPF8/ref=ppx_yo_dt_b_asin_image_o03_s00?ie=UTF8&psc=1",,"['hamster', 'hamster_wheel', 'mouse', 'wheel']",4,549,31,0,0,0,Household,pets,
5021810,Juwel Rio 180 Feeder replacement lid,https://cdn.thingiverse.com/assets/54/02/c8/12/c3/large_display_Body2.png,2021-10-15,3,4,0,"The Juwel Rio 180 aquarium has a lid that can be removed and an automatic feeder installed in it's place. I don't use an automatic feeder and wanted to do something to have easy access to feed the fishes. The idea keiko54 had is great, i first printed his design, but it was a bit loose as there are probably different versions of these aquariums. I ended up re-designing it with the original lid measurements. 

I printed in PETG but can be printed in any material. Suports needed, see g-codes. Infill 15%",,[],4,537,11,0,0,0,Household,pets,
5023146,The repair part for Tetra GS 45,https://cdn.thingiverse.com/assets/b2/69/da/d6/f4/large_display_tetra.gs45.repair.part.png,2021-10-17,3,2,0,The repair part for Tetra GS 45 Aquarium Glass Scraper,,"['aquarium', 'glass_scraper', 'repair_part', 'tetra']",1,319,11,0,0,0,Household,pets,
4978480,Ants feeder / formicarium ,https://cdn.thingiverse.com/assets/55/15/54/00/6a/large_display_3333.jpg,2021-09-30,3,2,0,this is a ants feeder for any species of ants in my case it's messor barabarus ,,[],2,277,38,0,0,0,Household,pets,
4979499,Dynarex Alcohol Prep 200,https://cdn.thingiverse.com/assets/68/f3/89/ff/b4/large_display_20220612_21355601.jpg,2021-10-02,3,2,0,"It should fit/hold one box of 200  alcohol wipes, I buy them to administer Vetsulin for my cat.  Takes up less space as its stored vertical. Printed in abs



Dynarex Alcohol Prep Pad Sterile, Medium, 200 count
by Atlantic Pharma Co

https://www.amazon.com/dp/B005BFL0RQ/ref=cm_sw_em_r_mt_dp_7RPC4KBVTCRGGK7485VW?_encoding=UTF8&psc=1",,[],1,418,18,0,0,0,Household,pets,
4949483,Cat crate latch fix,https://cdn.thingiverse.com/assets/c7/1a/73/44/11/large_display_cat_box_latch_v2.png,2021-09-04,3,1,0,"Cat crate latch enclosure was broken. I tried just adding some zip ties but the motion of the latch pins was too restricted. I pulled out the calipers and fusion 360 and an hour later I snapped this into place.

Printing:

Flat, no supports needed. I think I did 50% infill.",,[],1,314,2,0,0,0,Household,pets,
4929310,Slow Feeder for Puppy/Dog,https://cdn.thingiverse.com/assets/fe/09/a9/f2/c4/large_display_bb177384-da35-4b4a-b858-16e25dbe019f.PNG,2021-08-10,3,3,2,Designed up this super simple yet effective slow feeder. Pretty straightforward to print with no support or build plate adhesion.,,[],1,613,10,0,0,1,Household,pets,"whoops sorry about that, will fix asapDetails are not for dog bowl??????"
4929924,Felicia pet food cover,https://cdn.thingiverse.com/assets/62/69/e5/f8/14/large_display_felicia-cat-food-cover.png,2021-08-11,3,2,0,"Felicia cat food cover for storing. 
",,[],2,483,2,0,0,0,Household,pets,
4931024,Winch motor for sliding door (pet door),https://cdn.thingiverse.com/assets/62/f4/52/f0/33/large_display_IMG_0257.jpg,2021-08-13,3,9,0,"A motor mount and pulley for lifting a sliding pet door, in my case a chicken door.
motor required is a N20 microgearmotor.
I have lifted 0.5 kg with 5v supply, and tried with 12v later, and it seems quite strong.
",,"['cat_door', 'chicken', 'chicken_door', 'chicken_coop', 'microgearmotor', 'n20']",3,98,60,0,0,0,Household,pets,
4931402,Formicarium for very new colonies - Replace water without moving the queen,https://cdn.thingiverse.com/assets/d8/86/00/eb/68/large_display_Screenshot_4.png,2021-08-13,3,6,0,"This splitter for formicarium allows small colonies, still in vials, to stay in their original container when you need to replace the water. 

I've wanted to avoid stress on early colonies when replacing water, and since I haven't found anything I liked, I made it myself. I will continue to do tweaks as time passes. 

Connexions are for the Nest, Water tube, and Foraging area. I feed the ants in the foraging area, so the nest is mainly untouched. Place a cotton ball in the hole without tube to allow air through. When you need to move the colony to a bigger nest, just place the adapter with a tube, and open the lid of the nest.

Printed with 10% supports, remove them with a little drill slowly. The nest box hole will probably need a bit of sanding, as it's very tight (So light can't get through). Beware, clear colour filaments will allow light through, so if you decide to print it in white or other bright colours, paint the insides black, so it doesn't bother the ants.

Any tips to improve the build is welcome. Feel free to distribute and modify any files.

",,"['ant', 'ants', 'ant_nest', 'colonies', 'formicarium', 'insects', 'nest', 'pets']",4,107,13,0,0,0,Household,pets,
4932739,Dog Tug Strap Door Handle Attachment,https://cdn.thingiverse.com/assets/64/8c/97/f3/8b/large_display_20210814_165757r2.jpg,2021-08-16,3,2,1,"This is thing is designed to allow easy attachment of a tug strap to attach to a Schlage ""Flair"" style door handle. This is for allowing a service dog to open a door. Used a split style key ring to attach the strap to the door handle.",,[],1,87,6,0,0,1,Household,pets,Found this through the Canine Companions FB group. A graduate contacted me to make one. Waiting for a picture and measurements to ensure this design will work. Will post a remix if something needs to be modified for her. Thanks so much for the idea!! This is what 'making' is all about for me.
4961784,Nettoie Vitre Aquarium,https://cdn.thingiverse.com/assets/93/8b/e0/bf/2c/large_display_WIN_20210910_12_08_26_Pro.jpg,2021-09-10,3,1,0,...,,[],1,80,11,0,0,0,Household,pets,
4960723,Moonlightadapter Aquarium Juwel Rio 180l,https://cdn.thingiverse.com/assets/43/63/8c/45/22/large_display_Bodacious_Jaban.png,2021-09-08,3,2,0,"Moonlight adapter for a Juwel Rio 180 aquarium.
The adapter fits exactly on the bridge (44mm) which is located in the center of the aquarium and is suitable for LED lights https://www.amazon.de/gp/product/B07VLX1HG1/. (Diameter 71mm)

In the next step, I will convert the battery-operated LEDs and operate them using a power adapter with a timer.
",,[],1,236,17,0,0,0,Household,pets,
4965723,Canine/dog cage/crate Maru #1 for Kia Niro 2017,https://cdn.thingiverse.com/assets/3a/1f/92/82/cc/large_display_cover.png,2021-09-15,3,5,0,"# Canine/dog cage/crate Maru #1 for Kia Niro 2017

Fusion360 file for canine / dog cage Maru #1 for Kia Niro 2017.

Takes 2/3 of the passenger (LHD) side of the trunk leaving 1/3 of the trunk for goods. 
Does not have bars on the back side to enable emergency exit in case the trunk does not open. Also has no bars on passener side (LHD) for extra space and access to corner to place water bucket.

Fusion 360 public link - https://a360.co/2XqpDle

Original product welded from 30x30x2 aluminium square tubing and 16x1.5 round bar.

Designed for personal use.

**NOTES:**

* Drawing does not contain hinges, any hinge can be used.
* Drawing does not contain door shocks which hold the door up when open.
* Drawing does not contain the fastening mechanism. See pictures for an idea how it works. A thumbscrew on the top locking to factory anchor point behind the seat.


Tiblu OÜ (https://tiblu.com)  / https://www.instagram.com/vanaisaautod/

",,"['cage', 'canine_cage', 'car_cage', 'dog_cage', 'pet_cage']",2,265,27,0,0,0,Household,pets,
4923792,Juwel Aquarium cover,https://cdn.thingiverse.com/assets/7c/25/cc/d4/d5/large_display_juwel_cover.png,2021-08-03,3,9,0,I made this cover for my Juwel Lido because I use it as a room divider and the open holes don't look the best. ,,"['aquarium', 'juwel_aquarium']",1,321,37,0,0,0,Household,pets,
4923861,IceCap Kalk reactor funnel,https://cdn.thingiverse.com/assets/cd/fc/ef/c5/31/large_display_IceCap-Kalk-Filler-Funel.png,2021-08-03,3,3,0,"Funnel to make it eaiser to fill your icecap kalk reactor.. stop spilling kalk! (i mean yes you could use a spoon.. but a 1cup scoop is so much nicer!)

Designed to fit the fill port in an icecap kalk reactor",,"['aquarium', 'funnel', 'icecap', 'kalk', 'kalkwasser', 'reef_tank']",1,435,9,0,0,0,Household,pets,
4924495,water nozzle dispacher nano cube aquarium ,https://cdn.thingiverse.com/assets/b1/46/27/b6/bb/large_display_20210804_150653.jpg,2021-08-04,3,7,0,"Hey there,

I have disigned an upgrade for my aquarium pump (""Aquael Pat Mini"") to make it noiseless and reduce the waterflow for my Beta. 
Therefore I made a new main waternozzel with an reduced outlet and a dispenser wich is placed over the surface. The dispenser can be adjustet in the hight, so when it starts to dabble again you can simple lift it one step down.

The holder ist design for a glass edge with 4 mm thickness

",,"['aquael', 'aquarium', 'aquarium_filter', 'aquarium_pump', 'nano_cube', 'shrimp_aquarium', 'water_nozzle', 'water_pump']",5,532,79,0,0,0,Household,pets,
4910840,support bouteille CO2,https://cdn.thingiverse.com/assets/7c/21/b1/59/03/large_display_support_CO2.png,2021-07-17,4,6,0,Support de système CO2 sodastream pour aquarium,,[],2,419,20,0,0,0,Household,pets,
4910955,gecko penthouse,https://cdn.thingiverse.com/assets/7c/ba/b4/d8/03/large_display_gecko_penthouse.png,2021-07-17,3,2,0,two pieces for easier printing. the top has two holes for food cups and the side has two holes for suction cups to stick to the glass,,[],1,301,3,0,0,0,Household,pets,
4911320,Aquarium Dosing Hose Holder,https://cdn.thingiverse.com/site/img/default/Gears_display_large.jpg,2021-07-18,3,2,0,"Dosing hose holder for aquarium - designed to hang over the back of an Aqua One Brilliance aquarium.  Holes for tubing approx 5mm diameter.

Printing:
Orientation: Long side down.
Supports: Yes
Infill: 20%

Approx 5.5hrs printing time on Ender 3 v2

",,"['airline', 'aqua_one', 'aquarium']",1,637,18,0,0,0,Household,pets,
4794800,IoT Pet Feeder Remix for 2 cats,https://cdn.thingiverse.com/assets/a8/5b/3d/c3/9b/large_display_Cover.png,2021-03-15,3,3,0,"Remix of Ntrobot's awesome and well documented IoT Pet Feeder https://www.thingiverse.com/thing:1855459 but with a dual hole cover for feeding two cats.

I also found that sanding between moving parts and removing some of the cover skirt made things run a lot smoother/more reliably. But I am running the servo off the 3.3v on the particle board.",,[],5,137,22,0,0,0,Household,pets,
4841581,Hamster litterbox,https://cdn.thingiverse.com/assets/40/02/42/d1/86/large_display_hamsterlitterbox.png,2021-04-27,3,2,0,My hamster needed a small second litterbox so I printed this one. It shouldn't be left in the cage if your hamster has a tendency to chew plastic (mine doesn't so we haven't had any problems so far).,,[],1,224,8,0,0,0,Household,pets,
4786342,cat food lid,https://cdn.thingiverse.com/assets/81/c2/52/3a/1b/large_display_cat_food_lidv2.png,2021-03-07,3,3,0,simple lid for cat food,,[],1,571,3,0,0,0,Household,pets,
4788455,Breakaway cat collar tag by Erunduk: Blank version,https://cdn.thingiverse.com/assets/0c/de/a8/46/e0/large_display_blankcollar.png,2021-03-09,3,3,0,Went ahead and removed the default text as flush as i could. All that needs to be done is to re-customize it in Tinkercad. You can add the text either in embossed form or engraved form. The former will let you do a filament change for different text colour!,,['collar'],1,129,14,0,0,0,Household,pets,
4856443,Baby_Chick_Feeder_for_bonne_maman_jam_Jar,https://cdn.thingiverse.com/assets/f4/54/76/64/31/large_display_bonne_maman_jam_jar_chick_feeder.png,2021-05-12,3,0,0,"Remix of https://www.thingiverse.com/thing:3059786 for Bonne maman jam jar

",,[],1,372,29,0,0,0,Household,pets,
4856462,Baby_Chick_Waterer_for_bonne_maman_jam_Jars_Safety_Drown_Resistant,https://cdn.thingiverse.com/assets/7e/ca/a5/8a/8b/large_display_Chick_Water_Bowl_Locking.png,2021-05-12,3,3,2,"Remix of https://www.thingiverse.com/thing:3059980 for bonne maman jam jar
I have resized the base diameter from 124.09 to 140 for the insert and form 130.5 to 146.41
",,[],3,504,15,0,0,1,Household,pets,"For ""Bonne maman"" jam https://www.bonne-maman.com/confitures-et-gelees.htmlgood day.
thread made for what jars?"
4844945,Čuvaj se psa,https://cdn.thingiverse.com/assets/54/65/06/8d/6b/large_display_179907721_799208634049985_8160397617048079280_n.jpg,2021-04-30,3,1,0,Čuvaj se psa - znak za kapiju,,"['beware_of_guard_dog', 'beware_sign', 'cuvaj_se_psa', 'dog', 'opasan_pas']",1,226,4,0,0,0,Household,pets,
4847604,Deckel Schesir 70gr Dosen,https://cdn.thingiverse.com/assets/ed/87/4c/ec/fc/large_display_IMG_20210503_111754.jpg,2021-05-04,3,5,0,"Hi, a little thing, but helpful.

Unsere Katze isst über den ganzen Tag verteilt nur kleine Häppchen. Der Deckel verschließt die Dose recht gut und es bleibt länger frisch.",,[],1,101,8,0,0,0,Household,pets,
4829342,Fridge cat treat holder (Cosma Snackies),https://cdn.thingiverse.com/assets/fd/30/b3/30/7e/large_display_20210415_233017.jpg,2021-04-15,3,1,0,"Cat snack tube holder for fridge (magnetic).

Holder designed for [Cosma Snackies](https://www.zooplus.com/shop/cats/cat_treats_catnip/cosma_cat_snacks/single_tubes/208657) brand cat treats tube. Goes onto any metal surface with magnets.

Circular holder internal dimension: 42mm. Held to the fridge with two magnets (11 - 12mm dimension, 3mm depth. 12mm is a tight fit).

Depending on magnets used, the holder might not hold up well. In case of weaker magnets, add a third socket.",,"['cat', 'fridge', 'pets', 'treat']",2,265,6,0,0,0,Household,pets,
5162195,Leash Poop Bag Holder,https://cdn.thingiverse.com/assets/f8/62/c3/e5/36/large_display_Poop_bag_holder_lid_v2.png,2021-12-12,3,0,0,"Made the opening wider to make it easier to pull a bag out.  Removed the holding rods because my bags don't have a center roll.  Reduced the clip, and added a decagon to the cap.  Also added poop emoji on top of the lid for flair 

",,"['dog', 'dog_leash', 'dog_leash_holder', 'dog_poop', 'dog_poop_bags', 'dog_poop_bags_holder', 'holder', 'leash']",2,42,10,0,0,0,Household,pets,
